Player,Nation,Position,Team,Age,Weekly,Annual
Emmanuel Agbadou,CIV,DF,Wolves,26.79967665984702,61258.452302586775,2893847.688657255
Tom Heaton,ENG,GK,Manchester Utd,39.875939421485796,57010.47121601329,2650102.389112231
Adam Lallana,ENG,MF,Southampton,39.39038488196304,52031.936441253274,2879773.099208833
Jack Stephens,ENG,DF,Southampton,30.288281812878395,52444.282982371325,2992340.9565561092
Lesley Ugochukwu,FRA,MF,Southampton,20.768919466399517,52214.6585403713,2649037.4923726637
Daniel Muñoz,COL,DF,Crystal Palace,28.65836929483023,53715.17021563151,2919247.218394482
Rob Holding,ENG,DF,Crystal Palace,29.081151434903656,58367.77123215951,2906566.802589656
Philip Billing,DEN,MF,Bournemouth,29.61347960073638,55779.06115867517,2961531.790731624
Craig Dawson,ENG,DF,Wolves,33.9922936947951,58507.10312766366,2607256.939809981
Mario Lemina,GAB,"MF,DF",Wolves,31.110443705572706,58438.17865919744,2850514.5475740475
Fabian Schär,SUI,DF,Newcastle Utd,30.878247132041512,58222.59934800582,3087274.83569981
Bryan Mbeumo,CMR,FW,Brentford,23.74525637305698,50635.70470255848,2608518.3012323244
Malo Gusto,FRA,DF,Chelsea,21.28326983211353,60329.24694308931,3008439.4575668545
Roméo Lavia,,DM,Chelsea,20.695821561685523,53823.413806305936,2593841.351357851
Igor,BRA,DF,Brighton,27.314201776528396,57007.03945493397,3021601.0893598786
Iliman Ndiaye,SEN,FW,Everton,25.02837164328725,56878.564406160964,2904947.406847487
Calvin Bassey,NGA,DF,Fulham,23.49016015389952,59182.94438816663,2891640.2132353107
Ryan Sessegnon,ENG,"FW,DF",Fulham,24.455475299690995,51762.99292175413,2714670.6623855624
Fabio Vieira,POR,AM,Arsenal,24.89925875839662,63030.92008520269,3008359.012325503
Patrick Dorgu,,LB,Manchester Utd,21.53245407336047,53249.11067171548,3030931.4209111487
Axel Disasi,FRA,DF,Aston Villa,24.490158357838805,55130.11303486068,2963790.433982241
Vitor Reis,,CB,Manchester City,19.556236567038376,51977.23316058896,2827518.657565016
Alex McCarthy,ENG,GK,Southampton,32.12532435647226,52964.33509276273,2588795.856107348
Cameron Archer,ENG,FW,Southampton,22.189932438261355,46229.74142352219,2431460.8317642626
Kamaldeen Sulemana,GHA,"FW,MF",Southampton,20.926613268010332,53385.948397695916,2393570.324270398
Ryan Fraser,SCO,"FW,DF",Southampton,28.87753416185295,50754.25835569661,2751190.324466325
Yukinari Sugawara,JPN,"DF,MF",Southampton,25.476084157610458,44063.71606798053,2510962.8002819037
Matheus França,,AM,Crystal Palace,19.84532383392369,49268.7050407883,2474247.6701453016
Matt Turner,USA,GK,Crystal Palace,30.674362635947723,51592.03517681173,2523162.3754755664
Tyrick Mitchell,ENG,DF,Crystal Palace,21.713178906544577,52046.716393249204,2781541.5704219644
Adam Smith,ENG,DF,Bournemouth,35.12455448810094,47494.8993404766,2509801.41177546
Alex Scott,ENG,MF,Bournemouth,21.58386705352685,44121.45148970876,2304559.895720731
Harvey Elliott,ENG,"MF,FW",Liverpool,21.936172690579244,44095.60560999865,2661055.4932825663
Jaden Philogene Bidace,ENG,"FW,MF",Aston Villa,21.565860663493098,48677.3234106765,2586464.782166774
José Sá,POR,GK,Wolves,29.739572021529643,45151.90030059645,2328060.6717189983
Sam Johnstone,ENG,GK,Wolves,29.40536204591515,47299.39558127225,2786275.7029899135
Danny Ward,WAL,GK,Leicester City,27.92673392745143,52225.31170761439,2684305.718681559
Jamaal Lascelles,ENG,DF,Newcastle Utd,31.69078550822637,51002.31433547954,2497874.5815335084
Martin Dúbravka,SVK,GK,Newcastle Utd,32.10020425699736,49721.31770907183,2524587.0283824895
Axel Tuanzebe,COD,DF,Ipswich Town,26.365507038259224,51675.92468625348,2456900.687634827
Sávio,BRA,"FW,MF",Manchester City,21.292674979917187,53422.83369954106,2409856.3507056697
Fabio Carvalho,POR,"FW,MF",Brentford,23.005297528173195,52454.07105381236,2603712.4487734013
Kristoffer Ajer,NOR,DF,Brentford,27.746967547509616,47260.91425156568,2641228.2207906246
Yankuba Minteh,,RW,Brighton,21.580237705292667,51394.28904043883,2774762.257415517
Armando Broja,ALB,FW,Everton,21.782582842760014,53671.02754583606,2404073.8746249313
Ashley Young,ENG,DF,Everton,42.88755572842913,45058.63278283274,2772757.6017041933
Elliot Anderson,ENG,MF,Nott'ham Forest,20.919262350594376,49756.73284132056,2334102.339768508
Emmanuel Dennis,NGA,CF,Nott'ham Forest,27.624876601908873,48375.26516849557,2308338.3654355546
Ola Aina,NGA,DF,Nott'ham Forest,29.247800098430915,47581.816655883726,2546677.057622584
Willy Boly,CIV,DF,Nott'ham Forest,32.424585573636854,49334.35856396143,2760690.1633878835
Carlos Vinícius,BRA,"MF,FW",Fulham,30.70191048198825,48214.2080994042,2540526.9100831533
Stefan Bajcetic,,DM,Liverpool,21.773623978883556,52243.92380737643,2928670.0694219866
Harry Souttar,AUS,CB,Leicester City,27.311530553578326,52020.5932788748,2561335.599366934
Deivid Washington,,CF,Chelsea,18.31301630176532,57543.74092589812,2967899.081910587
Jens Cajuste,SWE,MF,Ipswich Town,23.190449327466546,47584.5819579145,2637551.8944447613
Altay Bayındır,TUR,GK,Manchester Utd,28.529461454689475,39268.908486019616,2159049.603771926
Ben Brereton,CHI,FW,Southampton,23.728061049507094,39658.351251922475,2427240.9647694356
Adam Wharton,,DM,Crystal Palace,21.295147931079583,39336.15765802638,2008331.8253525442
Joel Ward,ENG,DF,Crystal Palace,32.724310887582185,43518.3873481886,2067481.856645942
Dango Ouattara,BFA,FW,Bournemouth,21.84040849973831,40076.53212669003,2339498.2083579698
Marcus Tavernier,ENG,"FW,MF",Bournemouth,25.63722733498747,42129.90747126345,2378017.5385526675
Max Aarons,ENG,DF,Bournemouth,22.773928347023123,40804.88089335102,2297359.020560274
Vladimír Coufal,CZE,DF,West Ham,33.72580541323617,42586.53147375,2221655.253293264
André,BRA,MF,Wolves,25.21385865230722,43241.42692756788,2336641.9512518477
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,27.23490758157818,40537.212515097606,2240791.109559051
Sasa Kalajdzic,AUT,CF,Wolves,29.181821453600865,39163.343564065144,2043947.6524788646
Bilal El Khannouss,,AM,Leicester City,18.811916042203187,44752.25593053124,2095251.0653055306
Bobby De Cordova-Reid,JAM,FW,Leicester City,28.673802328274057,42918.644082780076,2348952.517341688
Jacob Murphy,ENG,FW,Newcastle Utd,27.928984580383233,44900.93609280138,2287734.047350959
Arijanet Muric,KVX,GK,Ipswich Town,24.87636879731845,45201.10429132387,2346555.562821245
Dara O'Shea,IRL,DF,Ipswich Town,27.46089338048425,44529.48134957995,2407285.177455296
Christian Nørgaard,DEN,MF,Brentford,30.843112847131874,40472.5755106764,2358352.7210565954
Keane Lewis-Potter,ENG,"DF,FW",Brentford,22.42065698017074,41302.08000356768,2006981.7455978175
Rico Henry,ENG,DF,Brentford,26.55505689848611,39520.475395951406,2179968.985191491
Marcus Bettinelli,ENG,GK,Chelsea,34.72415375544793,42271.50728805341,2032909.9157514349
Bart Verbruggen,NED,GK,Brighton,20.372848088149134,43892.06246632828,2199040.3441635827
Tariq Lamptey,GHA,DF,Brighton,22.60895412607396,41706.54786951513,2086816.626558743
Jake O'Brien,,CB,Everton,22.358660815893376,46482.60675331925,2382449.986049985
Jarrad Branthwaite,ENG,DF,Everton,23.052896433690343,39605.5510980907,2191994.715407681
Andrew Omobamidele,IRL,DF,Nott'ham Forest,22.76196678932311,40531.37869277465,2203560.4467401924
Harry Toffolo,ENG,DF,Nott'ham Forest,26.69941586638933,41746.05540293887,2309582.7925345646
Matz Sels,BEL,GK,Nott'ham Forest,35.13099840644061,41628.394687611544,2190515.484949064
Morato,BRA,DF,Nott'ham Forest,21.735690555650752,46246.707359121276,2183145.182133768
Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,24.789502755986806,42255.52212628488,2187770.262419588
Harry Wilson,WAL,"FW,MF",Fulham,29.25586941262852,44695.79869787773,2068613.332324593
Chris Mepham,WAL,CB,Bournemouth,26.19222536687187,48688.22867017032,2537426.999878732
Evan Ferguson,IRL,FW,West Ham,19.824084012078956,41821.290060111096,2071349.1745491691
Samuel Iling-Junior,ENG,LW,Aston Villa,21.52638063533906,36537.77222162121,2206103.230468166
Fábio Silva,POR,,Wolves,21.53833843279925,38019.02962512925,2087870.340236172
Michael Kayode,,RB,Brentford,20.26530925024574,42656.22220349821,2212944.3734084805
Charlie Taylor,ENG,DF,Southampton,29.63723359981055,34432.199488873644,1993213.959288924
Flynn Downes,ENG,MF,Southampton,26.215635524731024,36328.18581179419,1799556.694200448
Paul Onuachu,NGA,FW,Southampton,27.52601338755704,38556.245347761746,1996225.561246771
Chadi Riad,,CB,Crystal Palace,19.606497189264964,34379.477309661364,1836175.7244726713
Dean Huijsen,,CB,Bournemouth,17.995813782070627,33429.065542200566,1773748.153001169
Milos Kerkez,HUN,DF,Bournemouth,20.3629086818969,40004.37563480356,1786667.349326368
Crysencio Summerville,NED,"FW,MF",West Ham,21.92683805111365,37096.20195526245,2086395.0968827554
Jarell Quansah,,CB,Liverpool,19.147566367744112,35692.17310559606,1791127.6828054206
João Gomes,BRA,MF,Wolves,20.80070016485764,36891.90424414843,1894506.6403827467
Santiago Bueno,URU,DF,Wolves,23.12976010588924,35390.069111983204,1799151.8081785673
James Justin,ENG,DF,Leicester City,28.113098539753242,33501.86168816439,1829360.0896199723
Jordan Ayew,GHA,"FW,MF",Leicester City,33.00410317163124,35789.6403226598,2053804.898669567
Ben Johnson,ENG,"DF,FW",Ipswich Town,25.760260018239993,38528.889093798665,1799560.1077960625
Sam Morsy,EGY,MF,Ipswich Town,30.603029382284046,38306.95423812891,2014361.9933736045
Scott Carson,ENG,GK,Manchester City,37.53971331533474,35543.942568685285,1745112.9167593943
Ethan Pinnock,JAM,DF,Brentford,33.98113921524047,40113.5810224372,1988891.0997238096
Josh Dasilva,ENG,CM,Brentford,25.546136196949952,38110.42427511402,1813614.4237584553
Mark Flekken,NED,GK,Brentford,31.164013360805235,37442.188218714386,2057856.5840940154
Mikkel Damsgaard,DEN,"MF,FW",Brentford,23.243223916148285,34051.12155618551,1853075.4578934163
Nathan Collins,IRL,DF,Brentford,20.84314392729827,40213.97660345937,2090154.8662453615
Vitaly Janelt,GER,MF,Brentford,23.580541324584388,38721.128098084264,1960291.0781025556
Jan Paul van Hecke,NED,DF,Brighton,26.363964063678324,37775.046762619044,2039459.2193553161
Asmir Begović,BIH,GK,Everton,35.24316094700519,37819.21114712964,1829952.0944520677
James Garner,ENG,"MF,DF",Everton,24.13739930598469,33654.71724998731,2077556.0986346519
Youssef Chermiti,,CF,Everton,18.614246408167922,37501.73985307054,1822171.615182851
Danilo,BRA,"MF,FW",Nott'ham Forest,23.78403676583427,34162.81755272667,1881518.3429868098
Murillo,,CB,Nott'ham Forest,23.644319441793524,34226.01166748128,2087998.9030345643
Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,25.47833996866758,38141.78958220665,2067982.0193273919
Tom Cairney,SCO,MF,Fulham,32.920353390838194,35137.92550747604,1805377.477272475
Amad Diallo,CIV,"MF,FW",Manchester Utd,20.986092289414948,36624.485488727325,1676561.8158358808
Nathan Patterson,SCO,DF,Everton,23.509075425434737,32162.185752868907,1644933.9239272194
George Hirst,SCO,FW,Ipswich Town,27.387270481499243,36222.37790612538,1879744.6966021871
Kevin Danso,AUT,DF,Tottenham,25.472592869785544,30323.071760411087,1847507.4356296435
Đorđe Petrović,SRB,,Chelsea,27.34586401283655,31392.732898072354,1660113.8321013108
Diego Gómez,,CM,Brighton,21.9195794443335,30713.69278162587,1848089.9831023528
William Smallbone,IRL,MF,Southampton,23.294719868157678,32856.52028683188,1463262.1039485806
Wilson Odobert,,LW,Tottenham,21.308253552711783,33549.54519631805,1471850.4066731685
Julian Araujo,MEX,DF,Bournemouth,22.165591041015965,33494.743930220684,1634930.5410421279
Luis Guilherme,,RW,West Ham,17.75369009369245,27566.07046126879,1540401.5840316666
Rodrigo Gomes,POR,"DF,FW",Wolves,21.79902816383387,28912.251474823195,1695778.5515841136
Toti Gomes,POR,DF,Wolves,24.108119795480576,28336.727079464894,1552268.6474491989
Caleb Okoli,ITA,DF,Leicester City,24.352296311065867,31673.320838707114,1656659.6665686087
Facundo Buonanotte,,AM,Leicester City,18.821733651503973,31963.79636404392,1662362.7808379875
Victor Kristiansen,,LB,Leicester City,21.92872848539196,29381.465970661568,1697346.122881826
Chiedozie Ogbene,IRL,FW,Ipswich Town,28.06085722749641,28823.92493621905,1593922.2299375103
Jack Clarke,ENG,"FW,MF",Ipswich Town,25.02351277753316,27724.333386820937,1445022.2262154308
Jacob Greaves,ENG,DF,Ipswich Town,24.62363758454285,30341.917596379495,1582730.557930484
Leif Davis,ENG,DF,Ipswich Town,22.871588541223648,30894.312420192895,1615000.675799372
Sammie Szmodics,IRL,"FW,MF",Ipswich Town,30.699302139414247,32937.85078825863,1432021.9655043008
Rico Lewis,,RB,Manchester City,18.46227282975561,29692.848585830656,1510187.8548294497
Gustavo Nunes,,LW,Brentford,17.777585681572603,33392.650639835134,1443149.3453065183
Yoane Wissa,COD,FW,Brentford,28.743824725905437,29145.133271979976,1535128.975164667
Renato Veiga,,LB,Chelsea,19.856522522002845,30470.29395389351,1482046.9971014152
Dwight McNeil,ENG,"MF,FW",Everton,26.393061421008124,30912.874911169154,1551792.2683939459
Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,20.377118407135068,32747.791827820623,1598900.3747756225
Jota Silva,POR,"FW,MF",Nott'ham Forest,24.961124237439392,28761.53758177228,1573855.244747391
Jorge Cuenca,ESP,DF,Fulham,24.27044716830714,27801.836690907778,1438291.5570199478
Jaidon Anthony,ENG,"FW,MF",Bournemouth,23.134539621074474,31063.593593825117,1710290.6389737981
Isaac Hayden,ENG,DM,Newcastle Utd,30.26761108542888,25260.448755259404,1444093.9302663943
Antonín Kinský,,GK,Tottenham,19.607083613148394,28121.514193324,1280106.6645147058
Nayef Aguerd,MAR,,West Ham,29.73003313953905,26032.224303690855,1500270.4333947746
Abdukodir Khusanov,,CB,Manchester City,19.36662352412464,26427.874662319176,1294389.6398805934
Bashir Humphreys,,CB,Chelsea,21.308498075464428,27892.68370593841,1274053.7298350644
Carlos Alcaraz,ARG,"FW,MF",Everton,19.46574011899985,28304.82784176321,1442447.0236110268
Kobbie Mainoo,,CM,Manchester Utd,17.371385119839324,25588.50023766034,1376627.395265974
Gavin Bazunu,IRL,GK,Southampton,24.11784980447234,23553.45165663129,1308913.434563835
Kyle Walker-Peters,ENG,DF,Southampton,27.285792605220465,24923.9805381878,1205686.2911638455
Mateus Fernandes,,CM,Southampton,21.876453303535556,22817.13348386261,1198323.7340491123
Ross Stewart,SCO,FW,Southampton,25.87780420339784,25387.399851481616,1208704.069453736
Mark Travers,IRL,GK,Bournemouth,26.340668470885287,24660.924287789432,1350584.5486252364
Jean-Clair Todibo,FRA,DF,West Ham,22.42240747000796,22015.205856576034,1292359.0436768527
Kosta Nedeljkovic,,RB,Aston Villa,18.856622280556675,23990.251598415205,1374686.477311633
Carlos Forbs,,LW,Wolves,20.650407295486847,24821.36866731418,1233287.3232080552
Daniel Bentley,ENG,GK,Wolves,29.705487074682345,25779.87460200394,1166994.2903910857
Daniel Iversen,DEN,GK,Leicester City,27.470742150018257,24000.231144695448,1377072.1333757797
William Osula,,CF,Newcastle Utd,20.46514128532125,25161.52803791176,1305134.057567758
Christian Walton,ENG,GK,Ipswich Town,30.06792254992321,22272.6425121636,1385003.5313353722
Liam Delap,,CF,Ipswich Town,22.677078054635565,22921.891265500093,1223902.7262555477
Mads Roerslev,DEN,DF,Brentford,26.18752906761908,22932.09220286266,1193973.2660046066
Sepp van den Berg,NED,DF,Brentford,21.370665326629958,22179.566031456627,1257587.5489756481
Jason Steele,ENG,GK,Brighton,34.25810500357746,23357.73599151607,1176215.3076863524
Tim Iroegbunam,,CM,Everton,19.082367591523386,26271.713052555777,1163908.997997379
Issa Kaboré,BFA,"DF,MF",Manchester City,21.026842052060438,26420.621775289776,1407276.6728854694
Jeremy Sarmiento,ECU,MF,Brighton,23.134276799743734,27655.54364570376,1257628.9839904534
Albert Grønbaek,,CM,Southampton,24.041345034307028,21864.53283717378,1337822.3412890907
Chido Obi-Martin,,CF,Manchester Utd,17.064336581042973,19443.46110480148,1012584.7502517569
Welington,BRA,"DF,MF",Southampton,22.67692435099495,20450.155543019235,1133503.6189725944
Romain Esse,,AM,Crystal Palace,19.162331466328126,18580.230932952345,1052434.0562479033
Hamed Junior Traorè,CIV,"FW,MF",Bournemouth,22.596884938299755,21600.823808952355,1034430.8358342601
Julio Soler,,LB,Bournemouth,19.726471502562042,18738.564174282976,1145934.7795071749
Andrés García,,RB,Aston Villa,22.694080844916193,21450.940947351082,1080594.4248017196
Enzo Barrenechea,,,Aston Villa,21.498713332389578,18417.26836561216,1116897.073593949
Ki-Jana Hoever,NED,,Wolves,23.198902716241793,21109.81405113198,1021299.9740596575
Nasser Djiga,BFA,DF,Wolves,20.99228703009956,18162.616811395073,1078463.0231026963
Woyo Coulibaly,FRA,DF,Leicester City,26.842560081675664,20397.32141694558,948428.1342066879
Julio Enciso,PAR,"MF,FW",Ipswich Town,20.992764360047236,21443.583619233857,975941.155174469
Christian McFarlane,,LB,Manchester City,18.374001968876197,21874.21128017668,963346.6077475053
Claudio Echeverri,,AM,Manchester City,19.826217097820944,20966.546585360284,997648.4616951403
Aarón Anselmino,,CB,Chelsea,17.211534075656385,21058.946934632502,1057974.246744362
Andrey Santos,,,Chelsea,18.106970343125724,19871.422042337006,959955.4131860582
Eiran Cashin,IRL,DF,Brighton,22.14351743757752,18322.708124208766,1067315.9112636975
Armel Bella Kotchap,GER,DF,Southampton,20.6755896215635,19494.968673154348,944540.714875965
Juan Larios,,LB,Southampton,19.49581239713502,19893.84017830751,1045677.0333967326
Nathan Wood,,CB,Southampton,24.099220652217397,18393.739127320572,963922.4698086025
Ronnie Edwards,ENG,DF,Southampton,21.70918469357604,18479.771438704203,1000374.88414708
Ryan Manning,IRL,"DF,MF",Southampton,25.307372463693877,16613.177728383358,992201.3845456758
Samuel Edozie,,LW,Southampton,20.21688363722862,19866.104381335634,1041994.8419849855
Brandon Austin,ENG,GK,Tottenham,23.156694088464942,18124.841365479308,985808.8678642529
Lucas Bergvall,,AM,Tottenham,18.612769007124623,17172.321362692226,976810.7185754698
Enes Ünal,TUR,"FW,MF",Bournemouth,28.04183604194004,16854.572048373775,923096.8265846327
Wes Foderingham,ENG,GK,West Ham,31.101390809094596,19170.609044824283,1000804.5009671457
Curtis Jones,ENG,"MF,DF",Liverpool,23.59404808294451,17184.421007444416,858105.4185566494
Jørgen Strand Larsen,NOR,FW,Wolves,24.040933530349935,18144.395963589443,948358.6108183564
Luke Cundle,ENG,MF,Wolves,21.773151091142143,17529.472174372782,965657.3044518417
Pedro Lima,,RB,Wolves,17.408711890855567,19079.25194643027,1041102.3823109049
Kasey McAteer,IRL,"FW,MF",Leicester City,22.33212540030237,19270.03797518062,920440.3461366965
Luke Thomas,ENG,DF,Leicester City,24.8917577405093,16673.795751379886,954745.3229373015
Conor Chaplin,ENG,"MF,FW",Ipswich Town,26.016413980826687,18640.007784388712,949190.9663214387
Conor Townsend,ENG,DF,Ipswich Town,28.611873723702875,17943.2161115242,1034817.7050437486
James McAtee,,CM,Manchester City,22.989295309302467,19338.828302755388,954051.0133877915
Jayden Meghoma,,LB,Brentford,17.590741429338156,17457.697375159416,978300.2475069342
Yunus Emre Konak,,DM,Brentford,17.524484774526194,20015.82863279273,924528.0816878378
Carlos Miguel,BRA,GK,Nott'ham Forest,23.952371141135647,19855.599793032066,919526.7191603656
